date_key,date,year,quarter,month,month_name,week,day,day_of_week,is_weekend,is_holiday,fiscal_quarter,fiscal_period
694,2023-11-25,2023,4,11,November,47,25,Saturday,True,False,4,2023-Q4
695,2023-11-26,2023,4,11,November,47,26,Sunday,True,False,4,2023-Q4
696,2023-11-27,2023,4,11,November,48,27,Monday,False,False,4,2023-Q4
697,2023-11-28,2023,4,11,November,48,28,Tuesday,False,False,4,2023-Q4
698,2023-11-29,2023,4,11,November,48,29,Wednesday,False,False,4,2023-Q4
699,2023-11-30,2023,4,11,November,48,30,Thursday,False,False,4,2023-Q4
700,2023-12-01,2023,4,12,December,48,1,Friday,False,False,4,2023-Q4
701,2023-12-02,2023,4,12,December,48,2,Saturday,True,False,4,2023-Q4
702,2023-12-03,2023,4,12,December,48,3,Sunday,True,False,4,2023-Q4
703,2023-12-04,2023,4,12,December,49,4,Monday,False,False,4,2023-Q4
704,2023-12-05,2023,4,12,December,49,5,Tuesday,False,False,4,2023-Q4
705,2023-12-06,2023,4,12,December,49,6,Wednesday,False,False,4,2023-Q4
706,2023-12-07,2023,4,12,December,49,7,Thursday,False,False,4,2023-Q4
707,2023-12-08,2023,4,12,December,49,8,Friday,False,False,4,2023-Q4
708,2023-12-09,2023,4,12,December,49,9,Saturday,True,False,4,2023-Q4
709,2023-12-10,2023,4,12,December,49,10,Sunday,True,False,4,2023-Q4
710,2023-12-11,2023,4,12,December,50,11,Monday,False,False,4,2023-Q4
711,2023-12-12,2023,4,12,December,50,12,Tuesday,False,False,4,2023-Q4
712,2023-12-13,2023,4,12,December,50,13,Wednesday,False,False,4,2023-Q4
713,2023-12-14,2023,4,12,December,50,14,Thursday,False,False,4,2023-Q4
714,2023-12-15,2023,4,12,December,50,15,Friday,False,False,4,2023-Q4
715,2023-12-16,2023,4,12,December,50,16,Saturday,True,False,4,2023-Q4
716,2023-12-17,2023,4,12,December,50,17,Sunday,True,False,4,2023-Q4
717,2023-12-18,2023,4,12,December,51,18,Monday,False,False,4,2023-Q4
718,2023-12-19,2023,4,12,December,51,19,Tuesday,False,False,4,2023-Q4
719,2023-12-20,2023,4,12,December,51,20,Wednesday,False,False,4,2023-Q4
720,2023-12-21,2023,4,12,December,51,21,Thursday,False,False,4,2023-Q4
721,2023-12-22,2023,4,12,December,51,22,Friday,False,False,4,2023-Q4
722,2023-12-23,2023,4,12,December,51,23,Saturday,True,False,4,2023-Q4
723,2023-12-24,2023,4,12,December,51,24,Sunday,True,False,4,2023-Q4
724,2023-12-25,2023,4,12,December,52,25,Monday,False,True,4,2023-Q4
725,2023-12-26,2023,4,12,December,52,26,Tuesday,False,False,4,2023-Q4
726,2023-12-27,2023,4,12,December,52,27,Wednesday,False,False,4,2023-Q4
727,2023-12-28,2023,4,12,December,52,28,Thursday,False,False,4,2023-Q4
728,2023-12-29,2023,4,12,December,52,29,Friday,False,False,4,2023-Q4
729,2023-12-30,2023,4,12,December,52,30,Saturday,True,False,4,2023-Q4
730,2023-12-31,2023,4,12,December,52,31,Sunday,True,False,4,2023-Q4
731,2024-01-01,2024,1,1,January,1,1,Monday,False,True,1,2024-Q1
732,2024-01-02,2024,1,1,January,1,2,Tuesday,False,False,1,2024-Q1
733,2024-01-03,2024,1,1,January,1,3,Wednesday,False,False,1,2024-Q1
734,2024-01-04,2024,1,1,January,1,4,Thursday,False,False,1,2024-Q1
735,2024-01-05,2024,1,1,January,1,5,Friday,False,False,1,2024-Q1
736,2024-01-06,2024,1,1,January,1,6,Saturday,True,False,1,2024-Q1
737,2024-01-07,2024,1,1,January,1,7,Sunday,True,False,1,2024-Q1
738,2024-01-08,2024,1,1,January,2,8,Monday,False,False,1,2024-Q1
739,2024-01-09,2024,1,1,January,2,9,Tuesday,False,False,1,2024-Q1
740,2024-01-10,2024,1,1,January,2,10,Wednesday,False,False,1,2024-Q1
741,2024-01-11,2024,1,1,January,2,11,Thursday,False,False,1,2024-Q1
742,2024-01-12,2024,1,1,January,2,12,Friday,False,False,1,2024-Q1
743,2024-01-13,2024,1,1,January,2,13,Saturday,True,False,1,2024-Q1
744,2024-01-14,2024,1,1,January,2,14,Sunday,True,False,1,2024-Q1
745,2024-01-15,2024,1,1,January,3,15,Monday,False,False,1,2024-Q1
746,2024-01-16,2024,1,1,January,3,16,Tuesday,False,False,1,2024-Q1
747,2024-01-17,2024,1,1,January,3,17,Wednesday,False,False,1,2024-Q1
748,2024-01-18,2024,1,1,January,3,18,Thursday,False,False,1,2024-Q1
749,2024-01-19,2024,1,1,January,3,19,Friday,False,False,1,2024-Q1
750,2024-01-20,2024,1,1,January,3,20,Saturday,True,False,1,2024-Q1
751,2024-01-21,2024,1,1,January,3,21,Sunday,True,False,1,2024-Q1
752,2024-01-22,2024,1,1,January,4,22,Monday,False,False,1,2024-Q1
753,2024-01-23,2024,1,1,January,4,23,Tuesday,False,False,1,2024-Q1
754,2024-01-24,2024,1,1,January,4,24,Wednesday,False,False,1,2024-Q1
755,2024-01-25,2024,1,1,January,4,25,Thursday,False,False,1,2024-Q1
756,2024-01-26,2024,1,1,January,4,26,Friday,False,False,1,2024-Q1
757,2024-01-27,2024,1,1,January,4,27,Saturday,True,False,1,2024-Q1
758,2024-01-28,2024,1,1,January,4,28,Sunday,True,False,1,2024-Q1
759,2024-01-29,2024,1,1,January,5,29,Monday,False,False,1,2024-Q1
760,2024-01-30,2024,1,1,January,5,30,Tuesday,False,False,1,2024-Q1
761,2024-01-31,2024,1,1,January,5,31,Wednesday,False,False,1,2024-Q1
762,2024-02-01,2024,1,2,February,5,1,Thursday,False,False,1,2024-Q1
763,2024-02-02,2024,1,2,February,5,2,Friday,False,False,1,2024-Q1
764,2024-02-03,2024,1,2,February,5,3,Saturday,True,False,1,2024-Q1
765,2024-02-04,2024,1,2,February,5,4,Sunday,True,False,1,2024-Q1
766,2024-02-05,2024,1,2,February,6,5,Monday,False,False,1,2024-Q1
767,2024-02-06,2024,1,2,February,6,6,Tuesday,False,False,1,2024-Q1
768,2024-02-07,2024,1,2,February,6,7,Wednesday,False,False,1,2024-Q1
769,2024-02-08,2024,1,2,February,6,8,Thursday,False,False,1,2024-Q1
770,2024-02-09,2024,1,2,February,6,9,Friday,False,False,1,2024-Q1
771,2024-02-10,2024,1,2,February,6,10,Saturday,True,False,1,2024-Q1
772,2024-02-11,2024,1,2,February,6,11,Sunday,True,False,1,2024-Q1
773,2024-02-12,2024,1,2,February,7,12,Monday,False,False,1,2024-Q1
774,2024-02-13,2024,1,2,February,7,13,Tuesday,False,False,1,2024-Q1
775,2024-02-14,2024,1,2,February,7,14,Wednesday,False,False,1,2024-Q1
776,2024-02-15,2024,1,2,February,7,15,Thursday,False,False,1,2024-Q1
777,2024-02-16,2024,1,2,February,7,16,Friday,False,False,1,2024-Q1
778,2024-02-17,2024,1,2,February,7,17,Saturday,True,False,1,2024-Q1
779,2024-02-18,2024,1,2,February,7,18,Sunday,True,False,1,2024-Q1
780,2024-02-19,2024,1,2,February,8,19,Monday,False,False,1,2024-Q1
781,2024-02-20,2024,1,2,February,8,20,Tuesday,False,False,1,2024-Q1
782,2024-02-21,2024,1,2,February,8,21,Wednesday,False,False,1,2024-Q1
783,2024-02-22,2024,1,2,February,8,22,Thursday,False,False,1,2024-Q1
784,2024-02-23,2024,1,2,February,8,23,Friday,False,False,1,2024-Q1
785,2024-02-24,2024,1,2,February,8,24,Saturday,True,False,1,2024-Q1
786,2024-02-25,2024,1,2,February,8,25,Sunday,True,False,1,2024-Q1
787,2024-02-26,2024,1,2,February,9,26,Monday,False,False,1,2024-Q1
788,2024-02-27,2024,1,2,February,9,27,Tuesday,False,False,1,2024-Q1
789,2024-02-28,2024,1,2,February,9,28,Wednesday,False,False,1,2024-Q1
790,2024-02-29,2024,1,2,February,9,29,Thursday,False,False,1,2024-Q1
791,2024-03-01,2024,1,3,March,9,1,Friday,False,False,1,2024-Q1
792,2024-03-02,2024,1,3,March,9,2,Saturday,True,False,1,2024-Q1
793,2024-03-03,2024,1,3,March,9,3,Sunday,True,False,1,2024-Q1
794,2024-03-04,2024,1,3,March,10,4,Monday,False,False,1,2024-Q1
795,2024-03-05,2024,1,3,March,10,5,Tuesday,False,False,1,2024-Q1
796,2024-03-06,2024,1,3,March,10,6,Wednesday,False,False,1,2024-Q1
797,2024-03-07,2024,1,3,March,10,7,Thursday,False,False,1,2024-Q1
798,2024-03-08,2024,1,3,March,10,8,Friday,False,False,1,2024-Q1
799,2024-03-09,2024,1,3,March,10,9,Saturday,True,False,1,2024-Q1
800,2024-03-10,2024,1,3,March,10,10,Sunday,True,False,1,2024-Q1
801,2024-03-11,2024,1,3,March,11,11,Monday,False,False,1,2024-Q1
802,2024-03-12,2024,1,3,March,11,12,Tuesday,False,False,1,2024-Q1
803,2024-03-13,2024,1,3,March,11,13,Wednesday,False,False,1,2024-Q1
804,2024-03-14,2024,1,3,March,11,14,Thursday,False,False,1,2024-Q1
805,2024-03-15,2024,1,3,March,11,15,Friday,False,False,1,2024-Q1
806,2024-03-16,2024,1,3,March,11,16,Saturday,True,False,1,2024-Q1
807,2024-03-17,2024,1,3,March,11,17,Sunday,True,False,1,2024-Q1
808,2024-03-18,2024,1,3,March,12,18,Monday,False,False,1,2024-Q1
809,2024-03-19,2024,1,3,March,12,19,Tuesday,False,False,1,2024-Q1
810,2024-03-20,2024,1,3,March,12,20,Wednesday,False,False,1,2024-Q1
811,2024-03-21,2024,1,3,March,12,21,Thursday,False,False,1,2024-Q1
812,2024-03-22,2024,1,3,March,12,22,Friday,False,False,1,2024-Q1
813,2024-03-23,2024,1,3,March,12,23,Saturday,True,False,1,2024-Q1
814,2024-03-24,2024,1,3,March,12,24,Sunday,True,False,1,2024-Q1
815,2024-03-25,2024,1,3,March,13,25,Monday,False,False,1,2024-Q1
816,2024-03-26,2024,1,3,March,13,26,Tuesday,False,False,1,2024-Q1
817,2024-03-27,2024,1,3,March,13,27,Wednesday,False,False,1,2024-Q1
818,2024-03-28,2024,1,3,March,13,28,Thursday,False,False,1,2024-Q1
819,2024-03-29,2024,1,3,March,13,29,Friday,False,False,1,2024-Q1
820,2024-03-30,2024,1,3,March,13,30,Saturday,True,False,1,2024-Q1
821,2024-03-31,2024,1,3,March,13,31,Sunday,True,False,1,2024-Q1
822,2024-04-01,2024,2,4,April,14,1,Monday,False,False,2,2024-Q2
823,2024-04-02,2024,2,4,April,14,2,Tuesday,False,False,2,2024-Q2
824,2024-04-03,2024,2,4,April,14,3,Wednesday,False,False,2,2024-Q2
825,2024-04-04,2024,2,4,April,14,4,Thursday,False,False,2,2024-Q2
826,2024-04-05,2024,2,4,April,14,5,Friday,False,False,2,2024-Q2
827,2024-04-06,2024,2,4,April,14,6,Saturday,True,False,2,2024-Q2
828,2024-04-07,2024,2,4,April,14,7,Sunday,True,False,2,2024-Q2
829,2024-04-08,2024,2,4,April,15,8,Monday,False,False,2,2024-Q2
830,2024-04-09,2024,2,4,April,15,9,Tuesday,False,False,2,2024-Q2
831,2024-04-10,2024,2,4,April,15,10,Wednesday,False,False,2,2024-Q2
832,2024-04-11,2024,2,4,April,15,11,Thursday,False,False,2,2024-Q2
833,2024-04-12,2024,2,4,April,15,12,Friday,False,False,2,2024-Q2
834,2024-04-13,2024,2,4,April,15,13,Saturday,True,False,2,2024-Q2
835,2024-04-14,2024,2,4,April,15,14,Sunday,True,False,2,2024-Q2
836,2024-04-15,2024,2,4,April,16,15,Monday,False,False,2,2024-Q2
837,2024-04-16,2024,2,4,April,16,16,Tuesday,False,False,2,2024-Q2
838,2024-04-17,2024,2,4,April,16,17,Wednesday,False,False,2,2024-Q2
839,2024-04-18,2024,2,4,April,16,18,Thursday,False,False,2,2024-Q2
840,2024-04-19,2024,2,4,April,16,19,Friday,False,False,2,2024-Q2
841,2024-04-20,2024,2,4,April,16,20,Saturday,True,False,2,2024-Q2
842,2024-04-21,2024,2,4,April,16,21,Sunday,True,False,2,2024-Q2
843,2024-04-22,2024,2,4,April,17,22,Monday,False,False,2,2024-Q2
844,2024-04-23,2024,2,4,April,17,23,Tuesday,False,False,2,2024-Q2
845,2024-04-24,2024,2,4,April,17,24,Wednesday,False,False,2,2024-Q2
846,2024-04-25,2024,2,4,April,17,25,Thursday,False,False,2,2024-Q2
847,2024-04-26,2024,2,4,April,17,26,Friday,False,False,2,2024-Q2
848,2024-04-27,2024,2,4,April,17,27,Saturday,True,False,2,2024-Q2
849,2024-04-28,2024,2,4,April,17,28,Sunday,True,False,2,2024-Q2
850,2024-04-29,2024,2,4,April,18,29,Monday,False,False,2,2024-Q2
851,2024-04-30,2024,2,4,April,18,30,Tuesday,False,False,2,2024-Q2
852,2024-05-01,2024,2,5,May,18,1,Wednesday,False,False,2,2024-Q2
853,2024-05-02,2024,2,5,May,18,2,Thursday,False,False,2,2024-Q2
854,2024-05-03,2024,2,5,May,18,3,Friday,False,False,2,2024-Q2
855,2024-05-04,2024,2,5,May,18,4,Saturday,True,False,2,2024-Q2
856,2024-05-05,2024,2,5,May,18,5,Sunday,True,False,2,2024-Q2
857,2024-05-06,2024,2,5,May,19,6,Monday,False,False,2,2024-Q2
858,2024-05-07,2024,2,5,May,19,7,Tuesday,False,False,2,2024-Q2
859,2024-05-08,2024,2,5,May,19,8,Wednesday,False,False,2,2024-Q2
860,2024-05-09,2024,2,5,May,19,9,Thursday,False,False,2,2024-Q2
861,2024-05-10,2024,2,5,May,19,10,Friday,False,False,2,2024-Q2
862,2024-05-11,2024,2,5,May,19,11,Saturday,True,False,2,2024-Q2
863,2024-05-12,2024,2,5,May,19,12,Sunday,True,False,2,2024-Q2
864,2024-05-13,2024,2,5,May,20,13,Monday,False,False,2,2024-Q2
865,2024-05-14,2024,2,5,May,20,14,Tuesday,False,False,2,2024-Q2
866,2024-05-15,2024,2,5,May,20,15,Wednesday,False,False,2,2024-Q2
867,2024-05-16,2024,2,5,May,20,16,Thursday,False,False,2,2024-Q2
868,2024-05-17,2024,2,5,May,20,17,Friday,False,False,2,2024-Q2
869,2024-05-18,2024,2,5,May,20,18,Saturday,True,False,2,2024-Q2
870,2024-05-19,2024,2,5,May,20,19,Sunday,True,False,2,2024-Q2
871,2024-05-20,2024,2,5,May,21,20,Monday,False,False,2,2024-Q2
872,2024-05-21,2024,2,5,May,21,21,Tuesday,False,False,2,2024-Q2
873,2024-05-22,2024,2,5,May,21,22,Wednesday,False,False,2,2024-Q2
874,2024-05-23,2024,2,5,May,21,23,Thursday,False,False,2,2024-Q2
875,2024-05-24,2024,2,5,May,21,24,Friday,False,False,2,2024-Q2
876,2024-05-25,2024,2,5,May,21,25,Saturday,True,False,2,2024-Q2
877,2024-05-26,2024,2,5,May,21,26,Sunday,True,False,2,2024-Q2
878,2024-05-27,2024,2,5,May,22,27,Monday,False,False,2,2024-Q2
879,2024-05-28,2024,2,5,May,22,28,Tuesday,False,False,2,2024-Q2
880,2024-05-29,2024,2,5,May,22,29,Wednesday,False,False,2,2024-Q2
881,2024-05-30,2024,2,5,May,22,30,Thursday,False,False,2,2024-Q2
882,2024-05-31,2024,2,5,May,22,31,Friday,False,False,2,2024-Q2
883,2024-06-01,2024,2,6,June,22,1,Saturday,True,False,2,2024-Q2
884,2024-06-02,2024,2,6,June,22,2,Sunday,True,False,2,2024-Q2
885,2024-06-03,2024,2,6,June,23,3,Monday,False,False,2,2024-Q2
886,2024-06-04,2024,2,6,June,23,4,Tuesday,False,False,2,2024-Q2
887,2024-06-05,2024,2,6,June,23,5,Wednesday,False,False,2,2024-Q2
888,2024-06-06,2024,2,6,June,23,6,Thursday,False,False,2,2024-Q2
889,2024-06-07,2024,2,6,June,23,7,Friday,False,False,2,2024-Q2
890,2024-06-08,2024,2,6,June,23,8,Saturday,True,False,2,2024-Q2
891,2024-06-09,2024,2,6,June,23,9,Sunday,True,False,2,2024-Q2
892,2024-06-10,2024,2,6,June,24,10,Monday,False,False,2,2024-Q2
893,2024-06-11,2024,2,6,June,24,11,Tuesday,False,False,2,2024-Q2
894,2024-06-12,2024,2,6,June,24,12,Wednesday,False,False,2,2024-Q2
895,2024-06-13,2024,2,6,June,24,13,Thursday,False,False,2,2024-Q2
896,2024-06-14,2024,2,6,June,24,14,Friday,False,False,2,2024-Q2
897,2024-06-15,2024,2,6,June,24,15,Saturday,True,False,2,2024-Q2
898,2024-06-16,2024,2,6,June,24,16,Sunday,True,False,2,2024-Q2
899,2024-06-17,2024,2,6,June,25,17,Monday,False,False,2,2024-Q2
900,2024-06-18,2024,2,6,June,25,18,Tuesday,False,False,2,2024-Q2
901,2024-06-19,2024,2,6,June,25,19,Wednesday,False,False,2,2024-Q2
902,2024-06-20,2024,2,6,June,25,20,Thursday,False,False,2,2024-Q2
903,2024-06-21,2024,2,6,June,25,21,Friday,False,False,2,2024-Q2
904,2024-06-22,2024,2,6,June,25,22,Saturday,True,False,2,2024-Q2
905,2024-06-23,2024,2,6,June,25,23,Sunday,True,False,2,2024-Q2
906,2024-06-24,2024,2,6,June,26,24,Monday,False,False,2,2024-Q2
907,2024-06-25,2024,2,6,June,26,25,Tuesday,False,False,2,2024-Q2
908,2024-06-26,2024,2,6,June,26,26,Wednesday,False,False,2,2024-Q2
909,2024-06-27,2024,2,6,June,26,27,Thursday,False,False,2,2024-Q2
910,2024-06-28,2024,2,6,June,26,28,Friday,False,False,2,2024-Q2
911,2024-06-29,2024,2,6,June,26,29,Saturday,True,False,2,2024-Q2
912,2024-06-30,2024,2,6,June,26,30,Sunday,True,False,2,2024-Q2
913,2024-07-01,2024,3,7,July,27,1,Monday,False,False,3,2024-Q3
914,2024-07-02,2024,3,7,July,27,2,Tuesday,False,False,3,2024-Q3
915,2024-07-03,2024,3,7,July,27,3,Wednesday,False,False,3,2024-Q3
916,2024-07-04,2024,3,7,July,27,4,Thursday,False,False,3,2024-Q3
917,2024-07-05,2024,3,7,July,27,5,Friday,False,False,3,2024-Q3
918,2024-07-06,2024,3,7,July,27,6,Saturday,True,False,3,2024-Q3
919,2024-07-07,2024,3,7,July,27,7,Sunday,True,False,3,2024-Q3
920,2024-07-08,2024,3,7,July,28,8,Monday,False,False,3,2024-Q3
921,2024-07-09,2024,3,7,July,28,9,Tuesday,False,False,3,2024-Q3
922,2024-07-10,2024,3,7,July,28,10,Wednesday,False,False,3,2024-Q3
923,2024-07-11,2024,3,7,July,28,11,Thursday,False,False,3,2024-Q3
924,2024-07-12,2024,3,7,July,28,12,Friday,False,False,3,2024-Q3
925,2024-07-13,2024,3,7,July,28,13,Saturday,True,False,3,2024-Q3
926,2024-07-14,2024,3,7,July,28,14,Sunday,True,False,3,2024-Q3
927,2024-07-15,2024,3,7,July,29,15,Monday,False,False,3,2024-Q3
928,2024-07-16,2024,3,7,July,29,16,Tuesday,False,False,3,2024-Q3
929,2024-07-17,2024,3,7,July,29,17,Wednesday,False,False,3,2024-Q3
930,2024-07-18,2024,3,7,July,29,18,Thursday,False,False,3,2024-Q3
931,2024-07-19,2024,3,7,July,29,19,Friday,False,False,3,2024-Q3
932,2024-07-20,2024,3,7,July,29,20,Saturday,True,False,3,2024-Q3
933,2024-07-21,2024,3,7,July,29,21,Sunday,True,False,3,2024-Q3
934,2024-07-22,2024,3,7,July,30,22,Monday,False,False,3,2024-Q3
935,2024-07-23,2024,3,7,July,30,23,Tuesday,False,False,3,2024-Q3
936,2024-07-24,2024,3,7,July,30,24,Wednesday,False,False,3,2024-Q3
937,2024-07-25,2024,3,7,July,30,25,Thursday,False,False,3,2024-Q3
938,2024-07-26,2024,3,7,July,30,26,Friday,False,False,3,2024-Q3
939,2024-07-27,2024,3,7,July,30,27,Saturday,True,False,3,2024-Q3
940,2024-07-28,2024,3,7,July,30,28,Sunday,True,False,3,2024-Q3
941,2024-07-29,2024,3,7,July,31,29,Monday,False,False,3,2024-Q3
942,2024-07-30,2024,3,7,July,31,30,Tuesday,False,False,3,2024-Q3
943,2024-07-31,2024,3,7,July,31,31,Wednesday,False,False,3,2024-Q3
944,2024-08-01,2024,3,8,August,31,1,Thursday,False,False,3,2024-Q3
945,2024-08-02,2024,3,8,August,31,2,Friday,False,False,3,2024-Q3
946,2024-08-03,2024,3,8,August,31,3,Saturday,True,False,3,2024-Q3
947,2024-08-04,2024,3,8,August,31,4,Sunday,True,False,3,2024-Q3
948,2024-08-05,2024,3,8,August,32,5,Monday,False,False,3,2024-Q3
949,2024-08-06,2024,3,8,August,32,6,Tuesday,False,False,3,2024-Q3
950,2024-08-07,2024,3,8,August,32,7,Wednesday,False,False,3,2024-Q3
951,2024-08-08,2024,3,8,August,32,8,Thursday,False,False,3,2024-Q3
952,2024-08-09,2024,3,8,August,32,9,Friday,False,False,3,2024-Q3
953,2024-08-10,2024,3,8,August,32,10,Saturday,True,False,3,2024-Q3
954,2024-08-11,2024,3,8,August,32,11,Sunday,True,False,3,2024-Q3
955,2024-08-12,2024,3,8,August,33,12,Monday,False,False,3,2024-Q3
956,2024-08-13,2024,3,8,August,33,13,Tuesday,False,False,3,2024-Q3
957,2024-08-14,2024,3,8,August,33,14,Wednesday,False,False,3,2024-Q3
958,2024-08-15,2024,3,8,August,33,15,Thursday,False,False,3,2024-Q3
959,2024-08-16,2024,3,8,August,33,16,Friday,False,False,3,2024-Q3
960,2024-08-17,2024,3,8,August,33,17,Saturday,True,False,3,2024-Q3
961,2024-08-18,2024,3,8,August,33,18,Sunday,True,False,3,2024-Q3
962,2024-08-19,2024,3,8,August,34,19,Monday,False,False,3,2024-Q3
963,2024-08-20,2024,3,8,August,34,20,Tuesday,False,False,3,2024-Q3
964,2024-08-21,2024,3,8,August,34,21,Wednesday,False,False,3,2024-Q3
965,2024-08-22,2024,3,8,August,34,22,Thursday,False,False,3,2024-Q3
966,2024-08-23,2024,3,8,August,34,23,Friday,False,False,3,2024-Q3
967,2024-08-24,2024,3,8,August,34,24,Saturday,True,False,3,2024-Q3
968,2024-08-25,2024,3,8,August,34,25,Sunday,True,False,3,2024-Q3
969,2024-08-26,2024,3,8,August,35,26,Monday,False,False,3,2024-Q3
970,2024-08-27,2024,3,8,August,35,27,Tuesday,False,False,3,2024-Q3
971,2024-08-28,2024,3,8,August,35,28,Wednesday,False,False,3,2024-Q3
972,2024-08-29,2024,3,8,August,35,29,Thursday,False,False,3,2024-Q3
973,2024-08-30,2024,3,8,August,35,30,Friday,False,False,3,2024-Q3
974,2024-08-31,2024,3,8,August,35,31,Saturday,True,False,3,2024-Q3
975,2024-09-01,2024,3,9,September,35,1,Sunday,True,False,3,2024-Q3
976,2024-09-02,2024,3,9,September,36,2,Monday,False,False,3,2024-Q3
977,2024-09-03,2024,3,9,September,36,3,Tuesday,False,False,3,2024-Q3
978,2024-09-04,2024,3,9,September,36,4,Wednesday,False,False,3,2024-Q3
979,2024-09-05,2024,3,9,September,36,5,Thursday,False,False,3,2024-Q3
980,2024-09-06,2024,3,9,September,36,6,Friday,False,False,3,2024-Q3
981,2024-09-07,2024,3,9,September,36,7,Saturday,True,False,3,2024-Q3
982,2024-09-08,2024,3,9,September,36,8,Sunday,True,False,3,2024-Q3
983,2024-09-09,2024,3,9,September,37,9,Monday,False,False,3,2024-Q3
984,2024-09-10,2024,3,9,September,37,10,Tuesday,False,False,3,2024-Q3
985,2024-09-11,2024,3,9,September,37,11,Wednesday,False,False,3,2024-Q3
986,2024-09-12,2024,3,9,September,37,12,Thursday,False,False,3,2024-Q3
987,2024-09-13,2024,3,9,September,37,13,Friday,False,False,3,2024-Q3
988,2024-09-14,2024,3,9,September,37,14,Saturday,True,False,3,2024-Q3
989,2024-09-15,2024,3,9,September,37,15,Sunday,True,False,3,2024-Q3
990,2024-09-16,2024,3,9,September,38,16,Monday,False,False,3,2024-Q3
991,2024-09-17,2024,3,9,September,38,17,Tuesday,False,False,3,2024-Q3
992,2024-09-18,2024,3,9,September,38,18,Wednesday,False,False,3,2024-Q3
993,2024-09-19,2024,3,9,September,38,19,Thursday,False,False,3,2024-Q3
994,2024-09-20,2024,3,9,September,38,20,Friday,False,False,3,2024-Q3
995,2024-09-21,2024,3,9,September,38,21,Saturday,True,False,3,2024-Q3
996,2024-09-22,2024,3,9,September,38,22,Sunday,True,False,3,2024-Q3
997,2024-09-23,2024,3,9,September,39,23,Monday,False,False,3,2024-Q3
998,2024-09-24,2024,3,9,September,39,24,Tuesday,False,False,3,2024-Q3
999,2024-09-25,2024,3,9,September,39,25,Wednesday,False,False,3,2024-Q3
1000,2024-09-26,2024,3,9,September,39,26,Thursday,False,False,3,2024-Q3
1001,2024-09-27,2024,3,9,September,39,27,Friday,False,False,3,2024-Q3
1002,2024-09-28,2024,3,9,September,39,28,Saturday,True,False,3,2024-Q3
1003,2024-09-29,2024,3,9,September,39,29,Sunday,True,False,3,2024-Q3
1004,2024-09-30,2024,3,9,September,40,30,Monday,False,False,3,2024-Q3
1005,2024-10-01,2024,4,10,October,40,1,Tuesday,False,False,4,2024-Q4
1006,2024-10-02,2024,4,10,October,40,2,Wednesday,False,False,4,2024-Q4
1007,2024-10-03,2024,4,10,October,40,3,Thursday,False,False,4,2024-Q4
1008,2024-10-04,2024,4,10,October,40,4,Friday,False,False,4,2024-Q4
1009,2024-10-05,2024,4,10,October,40,5,Saturday,True,False,4,2024-Q4
1010,2024-10-06,2024,4,10,October,40,6,Sunday,True,False,4,2024-Q4
1011,2024-10-07,2024,4,10,October,41,7,Monday,False,False,4,2024-Q4
1012,2024-10-08,2024,4,10,October,41,8,Tuesday,False,False,4,2024-Q4
1013,2024-10-09,2024,4,10,October,41,9,Wednesday,False,False,4,2024-Q4
1014,2024-10-10,2024,4,10,October,41,10,Thursday,False,False,4,2024-Q4
1015,2024-10-11,2024,4,10,October,41,11,Friday,False,False,4,2024-Q4
1016,2024-10-12,2024,4,10,October,41,12,Saturday,True,False,4,2024-Q4
1017,2024-10-13,2024,4,10,October,41,13,Sunday,True,False,4,2024-Q4
1018,2024-10-14,2024,4,10,October,42,14,Monday,False,False,4,2024-Q4
1019,2024-10-15,2024,4,10,October,42,15,Tuesday,False,False,4,2024-Q4
1020,2024-10-16,2024,4,10,October,42,16,Wednesday,False,False,4,2024-Q4
1021,2024-10-17,2024,4,10,October,42,17,Thursday,False,False,4,2024-Q4
1022,2024-10-18,2024,4,10,October,42,18,Friday,False,False,4,2024-Q4
1023,2024-10-19,2024,4,10,October,42,19,Saturday,True,False,4,2024-Q4
1024,2024-10-20,2024,4,10,October,42,20,Sunday,True,False,4,2024-Q4
1025,2024-10-21,2024,4,10,October,43,21,Monday,False,False,4,2024-Q4
1026,2024-10-22,2024,4,10,October,43,22,Tuesday,False,False,4,2024-Q4
1027,2024-10-23,2024,4,10,October,43,23,Wednesday,False,False,4,2024-Q4
1028,2024-10-24,2024,4,10,October,43,24,Thursday,False,False,4,2024-Q4
1029,2024-10-25,2024,4,10,October,43,25,Friday,False,False,4,2024-Q4
1030,2024-10-26,2024,4,10,October,43,26,Saturday,True,False,4,2024-Q4
1031,2024-10-27,2024,4,10,October,43,27,Sunday,True,False,4,2024-Q4
1032,2024-10-28,2024,4,10,October,44,28,Monday,False,False,4,2024-Q4
1033,2024-10-29,2024,4,10,October,44,29,Tuesday,False,False,4,2024-Q4
1034,2024-10-30,2024,4,10,October,44,30,Wednesday,False,False,4,2024-Q4
1035,2024-10-31,2024,4,10,October,44,31,Thursday,False,False,4,2024-Q4
1036,2024-11-01,2024,4,11,November,44,1,Friday,False,False,4,2024-Q4
1037,2024-11-02,2024,4,11,November,44,2,Saturday,True,False,4,2024-Q4
1038,2024-11-03,2024,4,11,November,44,3,Sunday,True,False,4,2024-Q4
1039,2024-11-04,2024,4,11,November,45,4,Monday,False,False,4,2024-Q4
1040,2024-11-05,2024,4,11,November,45,5,Tuesday,False,False,4,2024-Q4
